# This is the medium address book file.
# Each line of this file contains a phone book entry.
# The order of the data is: ID,  Name,  Telephone
# 
# Note: Lines starting with # are comments and should be ignored.
#
200, Name200, 0411110200
201, Name201, 0411110201
202, Name202, 0411110202
203, Name203, 0411110203
204, Name204, 0411110204
205, Name205, 0411110205
206, Name206, 0411110206
207, Name207, 0411110207
208, Name208, 0411110208
209, Name209, 0411110209
210, Name210, 0411110210
211, Name211, 0411110211
212, Name212, 0411110212
213, Name213, 0411110213
214, Name214, 0411110214
215, Name215, 0411110215
216, Name216, 0411110216
217, Name217, 0411110217
218, Name218, 0411110218
219, Name219, 0411110219
220, Name220, 0411110220
221, Name221, 0411110221
222, Name222, 0411110222
223, Name223, 0411110223
224, Name224, 0411110224
225, Name225, 0411110225
226, Name226, 0411110226
227, Name227, 0411110227
228, Name228, 0411110228
229, Name229, 0411110229
230, Name230, 0411110230
231, Name231, 0411110231
232, Name232, 0411110232
233, Name233, 0411110233
234, Name234, 0411110234
235, Name235, 0411110235
236, Name236, 0411110236
237, Name237, 0411110237
238, Name238, 0411110238
239, Name239, 0411110239
240, Name240, 0411110240
241, Name241, 0411110241
242, Name242, 0411110242
243, Name243, 0411110243
244, Name244, 0411110244
245, Name245, 0411110245
246, Name246, 0411110246
247, Name247, 0411110247
248, Name248, 0411110248
249, Name249, 0411110249
250, Name250, 0411110250
