# This is the large address book file.
# Each line of this file contains a phone book entry.
# The order of the data is: ID,   Name,   Telephone
# 
# Note: Lines starting with # are comments and should be ignored.
#
1000, Name1000, 0422221000
1001, Name1001, 0422221001
1002, Name1002, 0422221002
1003, Name1003, 0422221003
1004, Name1004, 0422221004
1005, Name1005, 0422221005
1006, Name1006, 0422221006
1007, Name1007, 0422221007
1008, Name1008, 0422221008
1009, Name1009, 0422221009
1010, Name1010, 0422221010
1011, Name1011, 0422221011
1012, Name1012, 0422221012
1013, Name1013, 0422221013
1014, Name1014, 0422221014
1015, Name1015, 0422221015
1016, Name1016, 0422221016
1017, Name1017, 0422221017
1018, Name1018, 0422221018
1019, Name1019, 0422221019
1020, Name1020, 0422221020
1021, Name1021, 0422221021
1022, Name1022, 0422221022
1023, Name1023, 0422221023
1024, Name1024, 0422221024
1025, Name1025, 0422221025
1026, Name1026, 0422221026
1027, Name1027, 0422221027
1028, Name1028, 0422221028
1029, Name1029, 0422221029
1030, Name1030, 0422221030
1031, Name1031, 0422221031
1032, Name1032, 0422221032
1033, Name1033, 0422221033
1034, Name1034, 0422221034
1035, Name1035, 0422221035
1036, Name1036, 0422221036
1037, Name1037, 0422221037
1038, Name1038, 0422221038
1039, Name1039, 0422221039
1040, Name1040, 0422221040
1041, Name1041, 0422221041
1042, Name1042, 0422221042
1043, Name1043, 0422221043
1044, Name1044, 0422221044
1045, Name1045, 0422221045
1046, Name1046, 0422221046
1047, Name1047, 0422221047
1048, Name1048, 0422221048
1049, Name1049, 0422221049
1050, Name1050, 0422221050
1051, Name1051, 0422221051
1052, Name1052, 0422221052
1053, Name1053, 0422221053
1054, Name1054, 0422221054
1055, Name1055, 0422221055
1056, Name1056, 0422221056
1057, Name1057, 0422221057
1058, Name1058, 0422221058
1059, Name1059, 0422221059
1060, Name1060, 0422221060
1061, Name1061, 0422221061
1062, Name1062, 0422221062
1063, Name1063, 0422221063
1064, Name1064, 0422221064
1065, Name1065, 0422221065
1066, Name1066, 0422221066
1067, Name1067, 0422221067
1068, Name1068, 0422221068
1069, Name1069, 0422221069
1070, Name1070, 0422221070
1071, Name1071, 0422221071
1072, Name1072, 0422221072
1073, Name1073, 0422221073
1074, Name1074, 0422221074
1075, Name1075, 0422221075
1076, Name1076, 0422221076
1077, Name1077, 0422221077
1078, Name1078, 0422221078
1079, Name1079, 0422221079
1080, Name1080, 0422221080
1081, Name1081, 0422221081
1082, Name1082, 0422221082
1083, Name1083, 0422221083
1084, Name1084, 0422221084
1085, Name1085, 0422221085
1086, Name1086, 0422221086
1087, Name1087, 0422221087
1088, Name1088, 0422221088
1089, Name1089, 0422221089
1090, Name1090, 0422221090
1091, Name1091, 0422221091
1092, Name1092, 0422221092
1093, Name1093, 0422221093
1094, Name1094, 0422221094
1095, Name1095, 0422221095
1096, Name1096, 0422221096
1097, Name1097, 0422221097
1098, Name1098, 0422221098
1099, Name1099, 0422221099
1100, Name1100, 0422221100
1101, Name1101, 0422221101
1102, Name1102, 0422221102
1103, Name1103, 0422221103
1104, Name1104, 0422221104
1105, Name1105, 0422221105
1106, Name1106, 0422221106
1107, Name1107, 0422221107
1108, Name1108, 0422221108
1109, Name1109, 0422221109
1110, Name1110, 0422221110
1111, Name1111, 0422221111
1112, Name1112, 0422221112
1113, Name1113, 0422221113
1114, Name1114, 0422221114
1115, Name1115, 0422221115
1116, Name1116, 0422221116
1117, Name1117, 0422221117
1118, Name1118, 0422221118
1119, Name1119, 0422221119
1120, Name1120, 0422221120
1121, Name1121, 0422221121
1122, Name1122, 0422221122
1123, Name1123, 0422221123
1124, Name1124, 0422221124
1125, Name1125, 0422221125
1126, Name1126, 0422221126
1127, Name1127, 0422221127
1128, Name1128, 0422221128
1129, Name1129, 0422221129
1130, Name1130, 0422221130
1131, Name1131, 0422221131
1132, Name1132, 0422221132
1133, Name1133, 0422221133
1134, Name1134, 0422221134
1135, Name1135, 0422221135
1136, Name1136, 0422221136
1137, Name1137, 0422221137
1138, Name1138, 0422221138
1139, Name1139, 0422221139
1140, Name1140, 0422221140
1141, Name1141, 0422221141
1142, Name1142, 0422221142
1143, Name1143, 0422221143
1144, Name1144, 0422221144
1145, Name1145, 0422221145
1146, Name1146, 0422221146
1147, Name1147, 0422221147
1148, Name1148, 0422221148
1149, Name1149, 0422221149
1150, Name1150, 0422221150
1151, Name1151, 0422221151
1152, Name1152, 0422221152
1153, Name1153, 0422221153
1154, Name1154, 0422221154
1155, Name1155, 0422221155
1156, Name1156, 0422221156
1157, Name1157, 0422221157
1158, Name1158, 0422221158
1159, Name1159, 0422221159
1160, Name1160, 0422221160
1161, Name1161, 0422221161
1162, Name1162, 0422221162
1163, Name1163, 0422221163
1164, Name1164, 0422221164
1165, Name1165, 0422221165
1166, Name1166, 0422221166
1167, Name1167, 0422221167
1168, Name1168, 0422221168
1169, Name1169, 0422221169
1170, Name1170, 0422221170
1171, Name1171, 0422221171
1172, Name1172, 0422221172
1173, Name1173, 0422221173
1174, Name1174, 0422221174
1175, Name1175, 0422221175
1176, Name1176, 0422221176
1177, Name1177, 0422221177
1178, Name1178, 0422221178
1179, Name1179, 0422221179
1180, Name1180, 0422221180
1181, Name1181, 0422221181
1182, Name1182, 0422221182
1183, Name1183, 0422221183
1184, Name1184, 0422221184
1185, Name1185, 0422221185
1186, Name1186, 0422221186
1187, Name1187, 0422221187
1188, Name1188, 0422221188
1189, Name1189, 0422221189
1190, Name1190, 0422221190
1191, Name1191, 0422221191
1192, Name1192, 0422221192
1193, Name1193, 0422221193
1194, Name1194, 0422221194
1195, Name1195, 0422221195
1196, Name1196, 0422221196
1197, Name1197, 0422221197
1198, Name1198, 0422221198
1199, Name1199, 0422221199
1200, Name1200, 0422221200
1201, Name1201, 0422221201
1202, Name1202, 0422221202
1203, Name1203, 0422221203
1204, Name1204, 0422221204
1205, Name1205, 0422221205
1206, Name1206, 0422221206
1207, Name1207, 0422221207
1208, Name1208, 0422221208
1209, Name1209, 0422221209
1210, Name1210, 0422221210
1211, Name1211, 0422221211
1212, Name1212, 0422221212
1213, Name1213, 0422221213
1214, Name1214, 0422221214
1215, Name1215, 0422221215
1216, Name1216, 0422221216
1217, Name1217, 0422221217
1218, Name1218, 0422221218
1219, Name1219, 0422221219
1220, Name1220, 0422221220
1221, Name1221, 0422221221
1222, Name1222, 0422221222
1223, Name1223, 0422221223
1224, Name1224, 0422221224
1225, Name1225, 0422221225
1226, Name1226, 0422221226
1227, Name1227, 0422221227
1228, Name1228, 0422221228
1229, Name1229, 0422221229
1230, Name1230, 0422221230
1231, Name1231, 0422221231
1232, Name1232, 0422221232
1233, Name1233, 0422221233
1234, Name1234, 0422221234
1235, Name1235, 0422221235
1236, Name1236, 0422221236
1237, Name1237, 0422221237
1238, Name1238, 0422221238
1239, Name1239, 0422221239
1240, Name1240, 0422221240
1241, Name1241, 0422221241
1242, Name1242, 0422221242
1243, Name1243, 0422221243
1244, Name1244, 0422221244
1245, Name1245, 0422221245
1246, Name1246, 0422221246
1247, Name1247, 0422221247
1248, Name1248, 0422221248
1249, Name1249, 0422221249
1250, Name1250, 0422221250
1251, Name1251, 0422221251
1252, Name1252, 0422221252
1253, Name1253, 0422221253
1254, Name1254, 0422221254
1255, Name1255, 0422221255
1256, Name1256, 0422221256
1257, Name1257, 0422221257
1258, Name1258, 0422221258
1259, Name1259, 0422221259
1260, Name1260, 0422221260
1261, Name1261, 0422221261
1262, Name1262, 0422221262
1263, Name1263, 0422221263
1264, Name1264, 0422221264
1265, Name1265, 0422221265
1266, Name1266, 0422221266
1267, Name1267, 0422221267
1268, Name1268, 0422221268
1269, Name1269, 0422221269
1270, Name1270, 0422221270
1271, Name1271, 0422221271
1272, Name1272, 0422221272
1273, Name1273, 0422221273
1274, Name1274, 0422221274
1275, Name1275, 0422221275
1276, Name1276, 0422221276
1277, Name1277, 0422221277
1278, Name1278, 0422221278
1279, Name1279, 0422221279
1280, Name1280, 0422221280
1281, Name1281, 0422221281
1282, Name1282, 0422221282
1283, Name1283, 0422221283
1284, Name1284, 0422221284
1285, Name1285, 0422221285
1286, Name1286, 0422221286
1287, Name1287, 0422221287
1288, Name1288, 0422221288
1289, Name1289, 0422221289
1290, Name1290, 0422221290
1291, Name1291, 0422221291
1292, Name1292, 0422221292
1293, Name1293, 0422221293
1294, Name1294, 0422221294
1295, Name1295, 0422221295
1296, Name1296, 0422221296
